Income,Home,Emp_length,Intent,Amount,Rate,Percent_income,Cred_length
20000,MORTGAGE,5.0,MEDICAL,4800,5.99,0.24,3
82656,OTHER,10.0,DEBTCONSOLIDATION,6000,12.09,0.07,9
65400,RENT,1.0,DEBTCONSOLIDATION,10075,13.98,0.15,2
39996,RENT,0.0,VENTURE,5000,12.87,0.13,2
50000,MORTGAGE,2.0,VENTURE,10750,13.48,0.21,7
176004,MORTGAGE,2.0,DEBTCONSOLIDATION,3200,10.0,0.02,4
18000,RENT,3.0,EDUCATION,8500,10.28,0.47,4
78000,RENT,6.0,VENTURE,14400,14.27,0.18,4
108000,RENT,1.0,MEDICAL,3800,14.26,0.04,4
72345,RENT,10.0,EDUCATION,10000,12.99,0.14,4
45000,MORTGAGE,4.0,EDUCATION,8650,14.27,0.19,2
59000,RENT,2.0,EDUCATION,6000,5.99,0.1,12
43008,MORTGAGE,0.0,VENTURE,11200,15.31,0.26,3
122000,RENT,3.0,PERSONAL,15000,12.73,0.12,5
58608,RENT,4.0,PERSONAL,10000,7.51,0.17,4
85000,MORTGAGE,0.0,VENTURE,20000,10.37,0.24,2
110000,RENT,3.0,DEBTCONSOLIDATION,4000,12.18,0.04,9
86000,MORTGAGE,5.0,EDUCATION,21000,8.9,0.24,4
46000,RENT,3.0,MEDICAL,15000,16.0,0.33,4
62361,MORTGAGE,6.0,PERSONAL,21650,12.69,0.35,4
71040,MORTGAGE,1.0,DEBTCONSOLIDATION,3000,5.79,0.04,2
130000,RENT,5.0,EDUCATION,12000,14.22,0.09,2
32000,RENT,1.0,EDUCATION,5000,15.37,0.16,3
35496,MORTGAGE,5.0,DEBTCONSOLIDATION,5500,11.49,0.15,5
45020,RENT,6.0,EDUCATION,8300,10.99,0.18,4
100000,MORTGAGE,4.0,PERSONAL,6000,7.14,0.06,10
61615,MORTGAGE,4.0,MEDICAL,13000,10.62,0.21,3
31200,RENT,0.0,MEDICAL,2900,9.91,0.09,2
77940,MORTGAGE,3.0,DEBTCONSOLIDATION,16250,10.99,0.21,10
29004,RENT,4.0,HOMEIMPROVEMENT,6000,10.75,0.21,8
120000,RENT,9.0,PERSONAL,4800,14.22,0.04,3
60000,RENT,5.0,MEDICAL,7000,9.99,0.12,4
28000,OWN,0.0,VENTURE,1250,10.99,0.04,4
33189,RENT,4.0,EDUCATION,3000,11.12,0.09,2
40000,RENT,4.0,DEBTCONSOLIDATION,14125,11.49,0.35,3
99085,MORTGAGE,10.0,VENTURE,8000,14.91,0.08,4
72204,RENT,2.0,EDUCATION,6700,13.47,0.09,4
35000,MORTGAGE,5.0,DEBTCONSOLIDATION,13650,7.51,0.39,4
41000,RENT,5.0,EDUCATION,7000,5.79,0.17,3
65000,MORTGAGE,6.0,EDUCATION,10000,7.88,0.15,2
26000,RENT,4.0,MEDICAL,8000,12.87,0.31,4
96000,RENT,5.0,VENTURE,5000,11.12,0.05,7
82000,MORTGAGE,4.0,HOMEIMPROVEMENT,10000,16.69,0.12,9
67000,MORTGAGE,6.0,HOMEIMPROVEMENT,10000,6.99,0.15,6
44500,RENT,2.0,MEDICAL,13000,16.32,0.29,6
86000,MORTGAGE,4.0,VENTURE,16000,14.26,0.19,4
14400,RENT,3.0,EDUCATION,2500,18.3,0.17,7
85000,RENT,8.0,EDUCATION,8000,11.71,0.09,6
90000,MORTGAGE,0.0,DEBTCONSOLIDATION,10000,6.62,0.11,4
88000,MORTGAGE,8.0,DEBTCONSOLIDATION,30000,18.62,0.34,3
20000,RENT,1.0,VENTURE,6000,13.11,0.3,10
30000,RENT,2.0,VENTURE,1200,10.14,0.04,4
50004,RENT,6.0,EDUCATION,10200,15.21,0.2,4
100000,MORTGAGE,7.0,EDUCATION,15000,7.88,0.15,4
102000,MORTGAGE,6.0,VENTURE,10000,9.63,0.1,9
43000,RENT,2.0,MEDICAL,6950,9.91,0.16,9
37500,RENT,3.0,VENTURE,10000,14.91,0.27,2
30000,RENT,3.0,PERSONAL,3000,11.12,0.1,3
35000,RENT,8.0,DEBTCONSOLIDATION,19000,11.36,0.54,2
120000,MORTGAGE,8.0,MEDICAL,28000,7.9,0.23,8
57204,MORTGAGE,6.0,EDUCATION,9000,15.58,0.16,3
95000,OWN,2.0,HOMEIMPROVEMENT,21600,13.92,0.23,11
28000,MORTGAGE,1.0,VENTURE,3075,15.62,0.11,12
44004,RENT,0.0,VENTURE,12000,16.0,0.27,2
20000,RENT,0.0,PERSONAL,4000,13.79,0.2,4
68400,MORTGAGE,3.0,EDUCATION,15000,11.71,0.22,5
95000,MORTGAGE,7.0,DEBTCONSOLIDATION,15000,12.69,0.16,3
96000,OWN,0.0,EDUCATION,4000,9.88,0.04,3
35000,RENT,5.0,MEDICAL,9000,8.94,0.26,3
110500,MORTGAGE,1.0,MEDICAL,12250,11.26,0.11,4
76000,RENT,3.0,VENTURE,15000,10.74,0.2,4
53000,MORTGAGE,2.0,MEDICAL,6000,5.79,0.11,5
47500,RENT,5.0,MEDICAL,17500,13.61,0.37,4
150000,MORTGAGE,9.0,DEBTCONSOLIDATION,25000,10.25,0.17,4
70125,MORTGAGE,2.0,MEDICAL,25000,15.33,0.3,9
48000,MORTGAGE,4.0,MEDICAL,4200,11.99,0.09,4
110000,RENT,6.0,PERSONAL,15000,12.68,0.14,10
60000,MORTGAGE,6.0,MEDICAL,2500,14.72,0.04,5
82000,MORTGAGE,7.0,PERSONAL,7500,12.72,0.09,4
12000,RENT,0.0,EDUCATION,1000,10.65,0.08,2
36000,RENT,1.0,VENTURE,7000,8.94,0.19,3
60000,MORTGAGE,4.0,PERSONAL,6300,9.62,0.1,10
70550,MORTGAGE,7.0,MEDICAL,15000,8.9,0.18,4
34000,RENT,0.0,DEBTCONSOLIDATION,12000,6.92,0.35,30
166000,MORTGAGE,1.0,EDUCATION,23450,11.36,0.14,3
36000,MORTGAGE,3.0,HOMEIMPROVEMENT,6000,13.99,0.17,12
62100,MORTGAGE,8.0,PERSONAL,1600,12.61,0.03,4
108000,MORTGAGE,6.0,PERSONAL,27400,10.99,0.25,8
123000,RENT,0.0,EDUCATION,12000,9.63,0.1,2
81000,RENT,5.0,PERSONAL,12000,16.29,0.15,4
40000,RENT,0.0,MEDICAL,6000,12.69,0.15,8
175000,RENT,6.0,VENTURE,3500,11.91,0.02,2
50000,RENT,4.0,VENTURE,5050,12.73,0.1,7
140900,RENT,1.0,PERSONAL,10000,14.79,0.07,9
75000,MORTGAGE,2.0,EDUCATION,12000,7.29,0.16,10
39996,RENT,2.0,VENTURE,10000,10.99,0.25,4
55000,RENT,3.0,MEDICAL,6000,10.74,0.11,8
30000,MORTGAGE,4.0,EDUCATION,5000,11.89,0.17,4
120000,RENT,2.0,DEBTCONSOLIDATION,11050,12.69,0.09,7
97333,OWN,3.0,HOMEIMPROVEMENT,10000,5.99,0.1,2
36000,MORTGAGE,4.0,MEDICAL,12000,11.71,0.33,2
60000,RENT,0.0,EDUCATION,4400,15.23,0.07,3
89004,MORTGAGE,4.0,PERSONAL,10000,7.51,0.11,9
28000,RENT,0.0,MEDICAL,6000,9.63,0.21,4
98000,MORTGAGE,8.0,MEDICAL,25000,11.83,0.26,3
49000,RENT,2.0,PERSONAL,16950,18.25,0.35,4
55000,MORTGAGE,6.0,VENTURE,10000,5.79,0.18,2
150000,MORTGAGE,0.0,HOMEIMPROVEMENT,10700,14.22,0.07,9
50740,RENT,0.0,MEDICAL,6000,9.63,0.12,3
47000,RENT,0.0,PERSONAL,8000,10.0,0.17,4
35000,RENT,6.0,EDUCATION,4000,15.23,0.11,9
70000,MORTGAGE,5.0,PERSONAL,10000,6.62,0.14,4
76000,RENT,1.0,DEBTCONSOLIDATION,5000,7.9,0.07,3
25000,MORTGAGE,0.0,PERSONAL,4750,13.57,0.19,2
41000,RENT,1.0,EDUCATION,5000,16.07,0.12,9
115000,MORTGAGE,4.0,HOMEIMPROVEMENT,7200,13.85,0.06,10
92000,MORTGAGE,2.0,EDUCATION,25000,19.42,0.27,8
13500,OWN,0.0,PERSONAL,6700,9.63,0.5,5
36000,OWN,6.0,EDUCATION,7500,9.63,0.21,2
61959,RENT,9.0,MEDICAL,25000,12.73,0.4,2
55000,MORTGAGE,9.0,EDUCATION,6300,11.49,0.11,3
50000,RENT,3.0,VENTURE,6500,16.32,0.13,10
72000,MORTGAGE,5.0,MEDICAL,16000,7.4,0.22,3
112000,MORTGAGE,5.0,PERSONAL,8000,6.17,0.07,8
82000,MORTGAGE,5.0,PERSONAL,5000,6.76,0.06,8
50000,MORTGAGE,7.0,DEBTCONSOLIDATION,13750,18.43,0.28,3
40056,MORTGAGE,5.0,VENTURE,16750,9.88,0.42,6
58650,MORTGAGE,5.0,MEDICAL,14000,6.17,0.2,4
26400,RENT,2.0,MEDICAL,2000,6.54,0.08,10
36000,RENT,6.0,MEDICAL,3000,11.49,0.08,4
42000,RENT,1.0,VENTURE,3000,11.83,0.07,5
61200,MORTGAGE,1.0,PERSONAL,5650,7.66,0.09,4
55000,RENT,9.0,EDUCATION,12000,10.65,0.22,3
61000,RENT,2.0,DEBTCONSOLIDATION,11000,16.02,0.18,12
108000,OWN,2.0,VENTURE,35000,8.49,0.32,4
42500,OTHER,0.0,EDUCATION,7000,14.61,0.16,2
27000,RENT,0.0,DEBTCONSOLIDATION,10000,12.73,0.37,2
55200,MORTGAGE,8.0,EDUCATION,9600,10.78,0.17,4
100000,MORTGAGE,3.0,VENTURE,12000,11.11,0.12,3
42000,MORTGAGE,1.0,DEBTCONSOLIDATION,2500,7.29,0.06,4
80000,MORTGAGE,0.0,PERSONAL,15000,10.95,0.19,10
100000,MORTGAGE,2.0,MEDICAL,2000,8.0,0.02,5
61000,MORTGAGE,6.0,EDUCATION,2100,6.62,0.03,3
35004,RENT,2.0,EDUCATION,2700,13.49,0.08,5
104000,MORTGAGE,7.0,PERSONAL,9000,10.65,0.09,2
42000,OWN,2.0,MEDICAL,2000,15.62,0.05,13
80000,RENT,7.0,HOMEIMPROVEMENT,6000,12.87,0.07,16
40000,MORTGAGE,1.0,PERSONAL,7200,9.32,0.18,8
15600,RENT,0.0,MEDICAL,2000,7.9,0.13,2
125000,MORTGAGE,1.0,HOMEIMPROVEMENT,8000,9.32,0.06,15
55000,RENT,6.0,HOMEIMPROVEMENT,6000,7.14,0.11,4
36000,RENT,5.0,HOMEIMPROVEMENT,13000,20.3,0.36,5
45000,MORTGAGE,3.0,DEBTCONSOLIDATION,4000,8.59,0.09,3
80004,OWN,3.0,HOMEIMPROVEMENT,2425,15.27,0.03,4
60000,MORTGAGE,4.0,HOMEIMPROVEMENT,3250,13.49,0.05,5
78000,MORTGAGE,6.0,MEDICAL,7750,7.51,0.1,4
85000,RENT,2.0,VENTURE,28000,7.49,0.33,3
80000,RENT,6.0,PERSONAL,10000,8.49,0.13,4
63000,MORTGAGE,4.0,EDUCATION,12000,15.27,0.19,2
85000,MORTGAGE,8.0,VENTURE,10000,12.99,0.12,4
37947,RENT,5.0,PERSONAL,14000,7.9,0.37,2
136000,MORTGAGE,2.0,PERSONAL,9800,15.99,0.07,3
64000,RENT,3.0,DEBTCONSOLIDATION,9000,6.03,0.14,2
32000,RENT,0.0,PERSONAL,7875,14.91,0.25,2
36000,OWN,4.0,HOMEIMPROVEMENT,5300,7.14,0.15,6
75000,RENT,5.0,VENTURE,8000,15.37,0.11,3
80000,RENT,2.0,PERSONAL,9600,7.88,0.12,4
77200,MORTGAGE,4.0,EDUCATION,22000,13.23,0.28,2
55000,RENT,0.0,MEDICAL,10000,9.51,0.18,5
33276,RENT,4.0,EDUCATION,6000,11.03,0.18,4
68000,MORTGAGE,3.0,EDUCATION,14800,9.88,0.22,4
42000,RENT,0.0,PERSONAL,11000,13.55,0.26,12
38376,MORTGAGE,3.0,EDUCATION,14500,7.88,0.38,3
48000,MORTGAGE,5.0,HOMEIMPROVEMENT,17000,6.91,0.35,4
42996,OWN,1.0,VENTURE,7200,14.11,0.17,4
69000,RENT,5.0,DEBTCONSOLIDATION,6400,16.77,0.09,8
75000,MORTGAGE,6.0,DEBTCONSOLIDATION,6000,7.51,0.08,7
76000,RENT,2.0,DEBTCONSOLIDATION,5000,17.19,0.07,3
95000,MORTGAGE,3.0,PERSONAL,18000,11.11,0.19,8
47000,OWN,1.0,PERSONAL,6000,11.11,0.13,4
98000,MORTGAGE,3.0,DEBTCONSOLIDATION,5200,16.49,0.05,6
30852,RENT,4.0,MEDICAL,11200,5.79,0.36,4
90000,RENT,6.0,HOMEIMPROVEMENT,15000,17.27,0.17,4
73000,MORTGAGE,7.0,DEBTCONSOLIDATION,14400,8.94,0.2,2
60500,RENT,6.0,MEDICAL,2400,12.69,0.04,8
100000,MORTGAGE,4.0,VENTURE,25000,17.14,0.25,2
41000,RENT,2.0,EDUCATION,7000,13.49,0.17,7
79000,MORTGAGE,6.0,PERSONAL,14000,13.57,0.18,3
60000,RENT,3.0,MEDICAL,13000,7.66,0.22,4
75000,MORTGAGE,0.0,HOMEIMPROVEMENT,15000,12.98,0.2,8
21500,RENT,2.0,MEDICAL,7500,11.34,0.35,2
31200,RENT,2.0,PERSONAL,1200,12.21,0.04,4
64000,MORTGAGE,2.0,MEDICAL,8000,6.91,0.13,5
43500,RENT,0.0,MEDICAL,4500,6.76,0.1,2
90000,MORTGAGE,9.0,HOMEIMPROVEMENT,18000,9.91,0.2,2
75905,OWN,0.0,MEDICAL,18000,17.26,0.2,8
100000,MORTGAGE,9.0,HOMEIMPROVEMENT,25000,11.48,0.25,3
30000,RENT,6.0,DEBTCONSOLIDATION,4800,7.49,0.16,4
49000,RENT,6.0,MEDICAL,7200,12.42,0.15,7
24996,OWN,5.0,MEDICAL,6500,11.34,0.26,4
50000,RENT,6.0,VENTURE,7200,13.98,0.14,17
56000,RENT,3.0,DEBTCONSOLIDATION,8400,10.99,0.15,2
34000,MORTGAGE,6.0,HOMEIMPROVEMENT,8875,10.65,0.26,9
95000,RENT,7.0,DEBTCONSOLIDATION,6000,16.49,0.06,4
175000,MORTGAGE,9.0,PERSONAL,7550,11.49,0.04,4
65000,RENT,4.0,PERSONAL,15000,13.49,0.23,2
70000,RENT,9.0,MEDICAL,16525,13.92,0.24,2
43000,RENT,1.0,DEBTCONSOLIDATION,5500,11.89,0.13,4
37800,RENT,1.0,DEBTCONSOLIDATION,13000,11.83,0.34,5
83000,RENT,6.0,PERSONAL,20000,14.38,0.24,10
45000,MORTGAGE,2.0,EDUCATION,9200,11.89,0.2,3
48996,RENT,2.0,DEBTCONSOLIDATION,4000,9.32,0.08,9
40000,OWN,7.0,EDUCATION,2000,12.53,0.05,4
78000,RENT,10.0,MEDICAL,25000,10.75,0.32,8
83000,MORTGAGE,1.0,PERSONAL,17000,10.25,0.2,3
68000,MORTGAGE,4.0,MEDICAL,8000,15.33,0.1,3
12000,MORTGAGE,5.0,DEBTCONSOLIDATION,3250,15.68,0.27,2
30000,MORTGAGE,4.0,HOMEIMPROVEMENT,3000,6.76,0.1,9
190000,MORTGAGE,6.0,PERSONAL,5000,5.42,0.03,2
110000,MORTGAGE,9.0,DEBTCONSOLIDATION,12000,15.99,0.11,3
40000,RENT,5.0,MEDICAL,4000,11.49,0.1,12
120000,MORTGAGE,8.0,EDUCATION,20000,7.49,0.17,6
58000,MORTGAGE,7.0,DEBTCONSOLIDATION,15000,10.62,0.26,5
40000,MORTGAGE,9.0,MEDICAL,3500,13.49,0.09,3
60000,MORTGAGE,8.0,PERSONAL,8000,13.48,0.13,23
40000,RENT,6.0,VENTURE,15000,11.71,0.38,4
45000,MORTGAGE,3.0,EDUCATION,4000,14.35,0.09,2
31200,RENT,9.0,PERSONAL,3000,12.42,0.1,12
65000,RENT,2.0,EDUCATION,28000,7.9,0.43,2
120000,MORTGAGE,5.0,DEBTCONSOLIDATION,5000,10.38,0.04,9
148000,RENT,8.0,VENTURE,10000,13.55,0.07,9
55000,MORTGAGE,7.0,HOMEIMPROVEMENT,12000,7.49,0.22,5
75000,OWN,3.0,HOMEIMPROVEMENT,12000,7.51,0.16,8
113000,MORTGAGE,5.0,PERSONAL,25000,18.84,0.22,7
55476,MORTGAGE,1.0,MEDICAL,10000,15.33,0.18,8
60000,MORTGAGE,6.0,PERSONAL,7000,6.54,0.12,2
54000,RENT,4.0,DEBTCONSOLIDATION,16000,12.87,0.3,14
100000,RENT,6.0,VENTURE,11000,5.42,0.11,2
31760,RENT,3.0,PERSONAL,12875,12.53,0.41,4
62400,MORTGAGE,6.0,PERSONAL,12000,16.89,0.19,14
46800,MORTGAGE,1.0,HOMEIMPROVEMENT,5525,11.11,0.12,6
37200,MORTGAGE,7.0,HOMEIMPROVEMENT,7000,10.59,0.19,2
85000,MORTGAGE,4.0,DEBTCONSOLIDATION,15000,9.88,0.18,3
14004,RENT,0.0,MEDICAL,4800,15.28,0.34,15
53500,RENT,6.0,EDUCATION,15000,13.47,0.28,2
69996,MORTGAGE,10.0,DEBTCONSOLIDATION,14000,13.49,0.2,2
103992,MORTGAGE,3.0,PERSONAL,18000,10.99,0.17,7
102000,MORTGAGE,5.0,PERSONAL,13000,5.42,0.13,3
75000,RENT,1.0,HOMEIMPROVEMENT,12000,9.63,0.16,7
35000,RENT,0.0,DEBTCONSOLIDATION,8000,15.31,0.23,2
72800,RENT,3.0,HOMEIMPROVEMENT,24000,14.09,0.33,16
52000,MORTGAGE,4.0,DEBTCONSOLIDATION,8000,8.9,0.15,10
82000,RENT,8.0,HOMEIMPROVEMENT,6000,7.88,0.07,3
40800,RENT,7.0,PERSONAL,2400,11.49,0.06,9
146990,MORTGAGE,0.0,VENTURE,28000,10.99,0.19,3
70000,RENT,3.0,PERSONAL,6000,8.49,0.09,4
30000,OWN,7.0,HOMEIMPROVEMENT,15250,6.54,0.51,3
52800,RENT,2.0,VENTURE,8400,11.86,0.16,10
50000,MORTGAGE,4.0,PERSONAL,7000,9.25,0.14,3
34000,RENT,5.0,DEBTCONSOLIDATION,12000,12.84,0.35,4
86502,RENT,7.0,PERSONAL,8000,10.36,0.09,3
45000,RENT,7.0,VENTURE,2000,7.05,0.04,3
72000,MORTGAGE,5.0,PERSONAL,8700,6.76,0.12,4
35500,RENT,6.0,MEDICAL,2500,15.62,0.07,2
85000,RENT,1.0,VENTURE,16000,11.99,0.19,3
57000,MORTGAGE,2.0,VENTURE,6000,12.73,0.11,10
42000,RENT,3.0,EDUCATION,10000,6.92,0.24,2
35000,MORTGAGE,0.0,VENTURE,12000,12.42,0.34,3
80500,RENT,3.0,PERSONAL,16000,16.45,0.2,4
117516,MORTGAGE,3.0,MEDICAL,21000,13.49,0.18,5
39700,MORTGAGE,8.0,EDUCATION,8400,7.51,0.21,4
24000,MORTGAGE,5.0,MEDICAL,2000,9.2,0.08,7
86250,MORTGAGE,5.0,VENTURE,20000,6.91,0.23,2
33000,RENT,5.0,VENTURE,4800,14.54,0.15,4
41717,OWN,5.0,VENTURE,20000,11.12,0.48,4
22000,RENT,2.0,VENTURE,4000,12.68,0.18,12
92500,RENT,6.0,VENTURE,2500,10.74,0.03,3
51000,RENT,3.0,PERSONAL,12000,7.88,0.24,3
65592,MORTGAGE,5.0,EDUCATION,3600,15.99,0.05,3
50000,MORTGAGE,3.0,DEBTCONSOLIDATION,17000,6.03,0.34,2
31500,MORTGAGE,3.0,VENTURE,4500,9.88,0.14,2
38500,RENT,0.0,PERSONAL,5500,7.74,0.14,2
75000,RENT,9.0,PERSONAL,10000,7.49,0.13,3
93000,MORTGAGE,0.0,DEBTCONSOLIDATION,8000,6.99,0.09,2
30000,RENT,6.0,MEDICAL,7000,9.62,0.23,4
63000,MORTGAGE,3.0,HOMEIMPROVEMENT,3800,12.04,0.06,4
45000,RENT,0.0,VENTURE,10000,13.11,0.22,4
24996,RENT,6.0,DEBTCONSOLIDATION,6000,13.61,0.24,2
35000,MORTGAGE,3.0,PERSONAL,7200,10.59,0.21,3
67000,MORTGAGE,0.0,VENTURE,6000,9.32,0.09,2
135000,MORTGAGE,1.0,VENTURE,15000,15.96,0.11,2
32000,RENT,5.0,EDUCATION,7200,5.42,0.23,4
70572,MORTGAGE,8.0,EDUCATION,14500,5.99,0.21,3
59000,RENT,2.0,HOMEIMPROVEMENT,8750,12.68,0.15,9
110000,MORTGAGE,8.0,PERSONAL,27300,7.51,0.25,3
150000,MORTGAGE,5.0,DEBTCONSOLIDATION,20000,10.51,0.13,4
95000,MORTGAGE,7.0,EDUCATION,14400,11.83,0.15,3
122000,RENT,2.0,EDUCATION,25600,15.96,0.21,7
26000,RENT,0.0,VENTURE,5200,13.43,0.2,15
60000,MORTGAGE,5.0,DEBTCONSOLIDATION,7800,9.99,0.13,2
80000,RENT,1.0,MEDICAL,25000,12.87,0.31,9
75000,MORTGAGE,9.0,HOMEIMPROVEMENT,14000,13.79,0.19,8
33300,MORTGAGE,5.0,DEBTCONSOLIDATION,5325,14.59,0.16,4
34500,MORTGAGE,4.0,MEDICAL,4500,14.42,0.13,7
14400,RENT,5.0,VENTURE,2800,6.54,0.19,3
50000,RENT,2.0,HOMEIMPROVEMENT,8400,14.72,0.17,3
81972,RENT,4.0,DEBTCONSOLIDATION,18000,10.99,0.22,6
95000,MORTGAGE,6.0,HOMEIMPROVEMENT,21000,11.99,0.22,5
52884,RENT,3.0,PERSONAL,5600,11.99,0.11,10
64000,MORTGAGE,1.0,DEBTCONSOLIDATION,6625,6.62,0.1,2
51500,MORTGAGE,6.0,MEDICAL,4000,7.51,0.08,2
60000,RENT,10.0,HOMEIMPROVEMENT,10500,15.27,0.17,6
72000,MORTGAGE,9.0,PERSONAL,22000,17.58,0.31,6
35000,RENT,5.0,PERSONAL,5000,6.99,0.14,2
33000,OWN,2.0,EDUCATION,11000,13.11,0.33,3
48000,RENT,3.0,MEDICAL,5500,7.49,0.11,4
70000,MORTGAGE,4.0,VENTURE,6000,13.16,0.09,4
83000,MORTGAGE,2.0,MEDICAL,25000,10.99,0.3,3
66000,RENT,0.0,EDUCATION,9200,11.86,0.14,2
58000,RENT,3.0,MEDICAL,1400,15.27,0.02,7
33600,OWN,5.0,EDUCATION,5400,5.42,0.16,6
131000,MORTGAGE,1.0,PERSONAL,7500,12.29,0.06,3
54000,RENT,0.0,PERSONAL,20500,14.61,0.38,5
56256,MORTGAGE,2.0,PERSONAL,6500,6.17,0.12,5
27000,OWN,0.0,EDUCATION,11500,20.11,0.43,9
59004,MORTGAGE,1.0,PERSONAL,8000,7.37,0.14,6
42000,RENT,4.0,PERSONAL,10000,5.42,0.24,3
12000,RENT,0.0,VENTURE,3000,7.88,0.25,3
36000,RENT,2.0,VENTURE,8000,14.96,0.22,2
38482,RENT,6.0,MEDICAL,9000,15.31,0.23,7
50000,RENT,9.0,HOMEIMPROVEMENT,6075,10.0,0.12,2
18000,RENT,0.0,DEBTCONSOLIDATION,6000,7.49,0.33,5
54000,MORTGAGE,8.0,DEBTCONSOLIDATION,3000,7.05,0.06,2
37000,OWN,6.0,MEDICAL,9000,10.25,0.24,3
62000,MORTGAGE,2.0,EDUCATION,7500,13.87,0.12,3
49500,RENT,0.0,MEDICAL,10000,7.66,0.2,14
34000,RENT,1.0,VENTURE,5750,10.75,0.17,3
48996,MORTGAGE,5.0,MEDICAL,5000,15.23,0.1,5
54000,MORTGAGE,9.0,VENTURE,8000,6.92,0.15,4
38400,OWN,5.0,EDUCATION,10000,13.99,0.26,4
94102,MORTGAGE,8.0,MEDICAL,8475,12.99,0.08,4
80000,RENT,8.0,VENTURE,4500,13.06,0.06,2
64000,MORTGAGE,7.0,HOMEIMPROVEMENT,5000,6.62,0.08,2
24148,RENT,1.0,EDUCATION,9975,11.48,0.41,4
63000,MORTGAGE,8.0,PERSONAL,20000,19.13,0.32,3
28000,RENT,6.0,HOMEIMPROVEMENT,1000,10.25,0.04,4
84000,RENT,1.0,VENTURE,8000,16.45,0.1,4
52000,RENT,0.0,MEDICAL,9000,10.65,0.17,3
28000,OWN,3.0,VENTURE,7600,6.62,0.27,10
81600,MORTGAGE,10.0,HOMEIMPROVEMENT,20000,12.18,0.25,2
100800,MORTGAGE,7.0,EDUCATION,8000,11.99,0.08,3
20664,RENT,4.0,EDUCATION,4550,13.72,0.22,3
115500,MORTGAGE,2.0,EDUCATION,3200,16.29,0.03,2
71000,MORTGAGE,10.0,HOMEIMPROVEMENT,6000,15.62,0.08,3
73000,MORTGAGE,6.0,VENTURE,7000,7.49,0.1,2
38760,RENT,2.0,MEDICAL,8000,18.09,0.21,7
79050,MORTGAGE,10.0,MEDICAL,24000,18.62,0.26,8
56655,MORTGAGE,9.0,VENTURE,20000,13.61,0.35,2
54996,RENT,8.0,MEDICAL,9300,9.32,0.17,7
31200,RENT,6.0,EDUCATION,12000,10.39,0.38,2
30000,RENT,8.0,DEBTCONSOLIDATION,11000,9.91,0.37,10
140000,RENT,7.0,EDUCATION,9000,7.14,0.06,3
40000,RENT,10.0,DEBTCONSOLIDATION,10000,11.36,0.25,5
31577,RENT,6.0,MEDICAL,5000,9.99,0.16,9
68400,RENT,9.0,PERSONAL,24250,17.56,0.35,4
20000,RENT,7.0,DEBTCONSOLIDATION,5075,12.54,0.25,10
48000,MORTGAGE,4.0,VENTURE,5000,5.99,0.1,4
94896,MORTGAGE,2.0,HOMEIMPROVEMENT,3500,11.89,0.04,7
61200,MORTGAGE,5.0,EDUCATION,5100,10.51,0.08,2
90000,RENT,3.0,PERSONAL,7000,13.16,0.08,2
42000,RENT,3.0,DEBTCONSOLIDATION,2000,11.49,0.05,5
83300,MORTGAGE,3.0,MEDICAL,12000,15.21,0.12,6
53808,MORTGAGE,4.0,VENTURE,15000,11.71,0.28,17
55000,RENT,9.0,DEBTCONSOLIDATION,3600,8.9,0.07,3
28000,OWN,5.0,HOMEIMPROVEMENT,6300,11.99,0.23,8
18000,RENT,6.0,DEBTCONSOLIDATION,1500,12.61,0.08,2
47000,MORTGAGE,8.0,EDUCATION,8000,12.42,0.17,9
30000,RENT,2.0,EDUCATION,5000,12.42,0.17,2
75000,MORTGAGE,9.0,HOMEIMPROVEMENT,11500,5.42,0.15,2
36000,RENT,6.0,DEBTCONSOLIDATION,13000,5.99,0.36,4
13288,RENT,5.0,VENTURE,2400,17.27,0.18,2
30000,RENT,0.0,EDUCATION,2500,13.16,0.08,4
19200,RENT,3.0,MEDICAL,2850,15.27,0.15,4
52000,OWN,10.0,DEBTCONSOLIDATION,5000,15.65,0.1,4
89000,MORTGAGE,6.0,VENTURE,16000,13.22,0.18,2
60000,MORTGAGE,1.0,PERSONAL,7500,11.66,0.13,4
44160,MORTGAGE,5.0,VENTURE,3000,14.79,0.07,3
50000,MORTGAGE,1.0,PERSONAL,11400,12.53,0.23,2
80000,MORTGAGE,3.0,HOMEIMPROVEMENT,14500,10.75,0.18,6
80000,MORTGAGE,6.0,MEDICAL,2000,6.91,0.03,3
67000,RENT,2.0,VENTURE,3600,9.99,0.05,4
32000,RENT,2.0,EDUCATION,1000,13.06,0.03,3
75996,MORTGAGE,0.0,MEDICAL,3600,12.87,0.05,11
42000,MORTGAGE,6.0,VENTURE,14750,12.99,0.35,3
60000,RENT,10.0,VENTURE,5000,10.99,0.08,2
36000,RENT,3.0,VENTURE,15000,13.49,0.42,3
35000,RENT,4.0,PERSONAL,10000,16.77,0.29,8
61000,MORTGAGE,3.0,VENTURE,14000,16.29,0.23,17
75000,RENT,3.0,VENTURE,12800,14.74,0.17,6
30400,MORTGAGE,2.0,VENTURE,9950,15.27,0.33,4
50000,MORTGAGE,6.0,VENTURE,10000,9.88,0.2,4
30000,MORTGAGE,0.0,EDUCATION,2000,14.46,0.07,4
91000,MORTGAGE,5.0,DEBTCONSOLIDATION,14700,7.88,0.16,6
45600,RENT,2.0,DEBTCONSOLIDATION,4500,11.86,0.1,16
